RecordID,SubscriberID,SubscriberRole,EventTimestamp,Direction,EventType,CallingNumber,CalledNumber,DurationSec,SMSLength,IMEI,IMSI,CellTowerID,TowerName,Latitude,Longitude,Country
IVIJ51WFQ4,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-27 06:57:06,MO,VOICE,+12137093109,+523915281049,264,,123421677904725,671798087846957,US203,Los Angeles Downtown,34.0522,-118.2437,US
8JVNG97S0M,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-29 10:02:44,MO,VOICE,+12137093109,+523915281049,64,,367064747128988,881693324872151,US202,San Diego Border Zone,32.5421,-117.0318,US
20GPLQY804,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-10 21:55:18,MO,VOICE,+12137093109,+523915281049,571,,113819811245781,775869461122073,US104,Phoenix South,33.4484,-112.074,US
6PRFRK5BXK,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-21 13:06:23,MO,SMS,+12137093109,+523915281049,,14,284679680186345,980852159848324,US202,San Diego Border Zone,32.5421,-117.0318,US
PCPIXPCIN3,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-02 03:31:26,MO,VOICE,+12137093109,+523915281049,270,,100152470709865,815590396109765,US203,Los Angeles Downtown,34.0522,-118.2437,US
XYP2G4SFLM,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-22 05:46:13,MO,SMS,+12137093109,+523915281049,,114,683453792642858,440529401392803,US104,Phoenix South,33.4484,-112.074,US
CBNLT2XC9X,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-07 05:27:52,MO,VOICE,+12137093109,+523915281049,542,,879295626917262,678395778102295,US201,San Diego East,32.7157,-117.1611,US
PPBQPQKX02,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-10 05:43:52,MO,VOICE,+12137093109,+523915281049,290,,465541335855628,399896045639206,US104,Phoenix South,33.4484,-112.074,US
Z9DH6PDPZC,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-25 03:08:56,MO,SMS,+12137093109,+523915281049,,76,345226585251809,536001165021281,US103,Tucson South,32.181,-110.965,US
7QTX2FLT23,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-09 09:15:26,MO,VOICE,+12137093109,+523915281049,479,,475002415934445,615096586949340,US203,Los Angeles Downtown,34.0522,-118.2437,US
NQ5AZ92192,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-05 16:44:55,MO,SMS,+12137093109,+523915281049,,116,664121310128721,513862769303117,US203,Los Angeles Downtown,34.0522,-118.2437,US
L3XP9GZ8XZ,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-19 04:55:22,MO,VOICE,+12137093109,+523915281049,369,,946557710159120,459194816673419,US104,Phoenix South,33.4484,-112.074,US
3GQLWO8GUP,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-07 14:49:14,MO,VOICE,+12137093109,+523915281049,143,,882019070816394,577228350963103,US202,San Diego Border Zone,32.5421,-117.0318,US
9F352NZAWL,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-14 14:15:52,MO,VOICE,+12137093109,+523915281049,191,,852246246565935,117443584406301,US101,Nogales AZ East,31.3401,-110.9346,US
OXOGC27PSE,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-08 22:30:37,MO,SMS,+12137093109,+523915281049,,27,209701562849569,244449307731084,US105,Phoenix West,33.448,-112.103,US
JVKADWF71A,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-25 16:36:35,MO,VOICE,+12137093109,+523915281049,406,,486591327360268,849902798169328,US202,San Diego Border Zone,32.5421,-117.0318,US
JFM4GOP97S,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-27 22:51:31,MO,VOICE,+12137093109,+523915281049,536,,577840962327004,194772566669644,US103,Tucson South,32.181,-110.965,US
GQ4ZFPJBVC,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-23 01:09:53,MO,VOICE,+12137093109,+523915281049,259,,488885538278642,672324684480915,US203,Los Angeles Downtown,34.0522,-118.2437,US
GBBZ4NDME6,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-23 12:21:31,MO,VOICE,+12137093109,+523915281049,290,,962226271910477,829414491568422,US202,San Diego Border Zone,32.5421,-117.0318,US
OMS1J2RDJV,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-12 11:31:05,MO,SMS,+12137093109,+523915281049,,14,272439866032221,368535907435804,US202,San Diego Border Zone,32.5421,-117.0318,US
RA6E31U741,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-18 16:00:24,MO,VOICE,+12137093109,+523915281049,427,,133154912462007,731140600592721,US201,San Diego East,32.7157,-117.1611,US
W8QREOLBVP,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-04 21:58:24,MO,SMS,+12137093109,+523915281049,,134,229372078774458,860338462847808,US202,San Diego Border Zone,32.5421,-117.0318,US
MOYNL2NM68,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-03 17:40:10,MO,VOICE,+12137093109,+523915281049,483,,787164455045192,864703587632357,US102,Tucson Central,32.2226,-110.9747,US
X7791MI2OI,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-21 13:13:38,MO,SMS,+12137093109,+523915281049,,107,365715534551473,557592804898438,US203,Los Angeles Downtown,34.0522,-118.2437,US
BDVWBRLU3E,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-21 16:03:25,MO,VOICE,+12137093109,+523915281049,163,,291666567325745,584116854483985,US201,San Diego East,32.7157,-117.1611,US
V6PYEQNYDP,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-10 23:46:08,MO,VOICE,+12137093109,+523915281049,317,,659678223169333,191772512780994,US101,Nogales AZ East,31.3401,-110.9346,US
AAMXSA0EH2,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-01 05:32:53,MO,SMS,+12137093109,+523915281049,,18,830249961866837,174111718740172,US203,Los Angeles Downtown,34.0522,-118.2437,US
UPNT1GOBFV,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-03 18:31:31,MO,VOICE,+12137093109,+523915281049,520,,983485494935823,420911601181379,US102,Tucson Central,32.2226,-110.9747,US
Z31SOF75EB,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-05 17:52:08,MO,SMS,+12137093109,+523915281049,,147,534408073311930,536479279589551,US203,Los Angeles Downtown,34.0522,-118.2437,US
4W1HK1LSRB,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-27 07:22:29,MO,SMS,+12137093109,+523915281049,,122,764461967960061,958538181776639,US101,Nogales AZ East,31.3401,-110.9346,US
N64XSV7F3U,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-23 06:21:20,MO,VOICE,+12137093109,+523915281049,254,,504854034790573,417494159553128,US103,Tucson South,32.181,-110.965,US
45RNAL85MJ,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-05 01:12:06,MO,VOICE,+12137093109,+523915281049,25,,526458849745954,942648371642496,US104,Phoenix South,33.4484,-112.074,US
2MFZW5381U,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-22 13:30:00,MO,SMS,+12137093109,+523915281049,,130,179000414808912,722006748476454,US201,San Diego East,32.7157,-117.1611,US
MMGLXSEV6V,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-21 23:37:58,MO,SMS,+12137093109,+523915281049,,77,227959274424149,417431871739669,US104,Phoenix South,33.4484,-112.074,US
UF7S593AB6,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-20 01:07:41,MO,VOICE,+12137093109,+523915281049,198,,204534018589971,236511741144184,US203,Los Angeles Downtown,34.0522,-118.2437,US
FAOGBB9BY2,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-04 23:53:39,MO,VOICE,+12137093109,+523915281049,523,,737167586052841,370025035295366,US103,Tucson South,32.181,-110.965,US
VD5F1YYU11,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-04 23:11:36,MO,SMS,+12137093109,+523915281049,,114,672482548712560,880139565853652,US101,Nogales AZ East,31.3401,-110.9346,US
SOO2N594HT,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-18 12:24:19,MO,VOICE,+12137093109,+523915281049,286,,756149434142361,468916422708506,US103,Tucson South,32.181,-110.965,US
U1YDYCN1X1,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-29 16:29:30,MO,SMS,+12137093109,+523915281049,,65,575995800452740,957767085376628,US103,Tucson South,32.181,-110.965,US
3FV0MFPHM9,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-26 05:35:45,MO,SMS,+12137093109,+523915281049,,140,696225529526784,775633581336853,US202,San Diego Border Zone,32.5421,-117.0318,US
IN6DJLG0ZS,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-11 22:30:57,MO,VOICE,+12137093109,+523915281049,83,,824792984551794,122454031622443,US202,San Diego Border Zone,32.5421,-117.0318,US
0FBTO01TEK,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-14 18:23:03,MO,VOICE,+12137093109,+523915281049,159,,997150328663427,147442018594079,US201,San Diego East,32.7157,-117.1611,US
GN0GTC4IP1,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-16 03:37:13,MO,SMS,+12137093109,+523915281049,,15,750803440500542,290287576679155,US105,Phoenix West,33.448,-112.103,US
P5MG1EQMPB,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-27 17:22:23,MO,VOICE,+12137093109,+523915281049,374,,439681030749389,622705689964975,US102,Tucson Central,32.2226,-110.9747,US
7W4PBMX6T6,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-06 03:58:13,MO,VOICE,+12137093109,+523915281049,143,,308194294215722,284148319504239,US203,Los Angeles Downtown,34.0522,-118.2437,US
M23M257YRG,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-01 23:45:31,MO,SMS,+12137093109,+523915281049,,79,356131095190860,105466170820943,US101,Nogales AZ East,31.3401,-110.9346,US
4YN6E19ON8,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-09 15:28:35,MO,VOICE,+12137093109,+523915281049,21,,229926025817717,595682304870508,US101,Nogales AZ East,31.3401,-110.9346,US
ZG5RI33WTQ,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-05 02:22:21,MO,VOICE,+12137093109,+523915281049,515,,988273815487385,565278814058105,US103,Tucson South,32.181,-110.965,US
7GW99RYFHQ,DISTRIBUTOR001,US_DISTRIBUTOR,2026-05-08 00:22:12,MO,VOICE,+12137093109,+523915281049,530,,119317502879045,349194284954165,US103,Tucson South,32.181,-110.965,US
QPJPC12ASN,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-01 17:30:31,MO,VOICE,+12137093109,+523915281049,598,,666887277845506,395112109619410,US202,San Diego Border Zone,32.5421,-117.0318,US
B7PWDJ08TT,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-08 21:02:37,MO,SMS,+12137093109,+523915281049,,140,694087515585768,689672684892787,US201,San Diego East,32.7157,-117.1611,US
05D5V7PLJQ,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-18 21:39:08,MO,SMS,+12137093109,+523915281049,,153,919322854153122,211283814659934,US101,Nogales AZ East,31.3401,-110.9346,US
5NDL0T33IB,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-05 22:42:23,MO,SMS,+12137093109,+523915281049,,129,466494387912516,252416104042858,US204,LA South Bay,33.9019,-118.4173,US
ZN8Q6BOGJ5,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-11 20:51:09,MO,VOICE,+12137093109,+523915281049,492,,397024491699189,439761408354044,US104,Phoenix South,33.4484,-112.074,US
POC7XUN5A7,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-07 16:19:23,MO,VOICE,+12137093109,+523915281049,472,,947158393171466,722784471017878,US203,Los Angeles Downtown,34.0522,-118.2437,US
X3M17MQJ5C,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-03 13:18:05,MO,VOICE,+12137093109,+523915281049,170,,440557820797287,566079370462687,US201,San Diego East,32.7157,-117.1611,US
J50CZQ8F6X,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-16 02:37:02,MO,VOICE,+12137093109,+523915281049,123,,718024602984881,483940714900454,US102,Tucson Central,32.2226,-110.9747,US
EU930FWGMZ,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-29 13:19:00,MO,VOICE,+12137093109,+523915281049,93,,615648924187813,324510086979807,US201,San Diego East,32.7157,-117.1611,US
F9KVDKGH27,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-10 18:32:40,MO,SMS,+12137093109,+523915281049,,146,468011471195517,213341059627043,US203,Los Angeles Downtown,34.0522,-118.2437,US
RIJIUIQZ3U,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-17 22:47:32,MO,VOICE,+12137093109,+523915281049,113,,944809503675638,988604785933696,US202,San Diego Border Zone,32.5421,-117.0318,US
Q7T4116XIG,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-11 04:04:50,MO,VOICE,+12137093109,+523915281049,208,,807954040731938,619064825637182,US203,Los Angeles Downtown,34.0522,-118.2437,US
5LEZ4555PN,DISTRIBUTOR001,US_DISTRIBUTOR,2026-03-08 22:43:19,MO,VOICE,+12137093109,+523915281049,57,,355473373184556,486735188401898,US102,Tucson Central,32.2226,-110.9747,US
HYQL356FPL,DISTRIBUTOR001,US_DISTRIBUTOR,2026-02-16 12:32:53,MO,VOICE,+12137093109,+523915281049,282,,712214842407262,924086000766694,US101,Nogales AZ East,31.3401,-110.9346,US
M6D7NM4TWK,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-15 13:23:20,MO,SMS,+12137093109,+523915281049,,54,191876811862286,829672499962660,US103,Tucson South,32.181,-110.965,US
2M6KU2KJFU,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-01 11:06:05,MO,VOICE,+12137093109,+523915281049,495,,727607990740315,806350541725590,US105,Phoenix West,33.448,-112.103,US
7MKJIFYNEH,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-18 00:40:27,MO,SMS,+12137093109,+523915281049,,38,822708326133198,321494536659996,US204,LA South Bay,33.9019,-118.4173,US
HZMFJV85IL,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-15 11:21:43,MO,SMS,+12137093109,+523915281049,,70,811519386125382,565401335407065,US105,Phoenix West,33.448,-112.103,US
UDOM5J1PPX,DISTRIBUTOR001,US_DISTRIBUTOR,2026-01-29 19:29:02,MO,VOICE,+12137093109,+523915281049,56,,236878032937284,219349971662625,US202,San Diego Border Zone,32.5421,-117.0318,US
PF0BEHIC8R,DISTRIBUTOR001,US_DISTRIBUTOR,2026-04-13 00:49:54,MO,VOICE,+12137093109,+523915281049,340,,151811567401431,434389558864547,US105,Phoenix West,33.448,-112.103,US
UZO4J6L4QK,DISTRIBUTOR001,US_DISTRIBUTOR,2026-06-24 06:55:59,MO,VOICE,+12137093109,+523915281049,426,,668235827758189,749186208732655,US202,San Diego Border Zone,32.5421,-117.0318,US
