RecordID,SubscriberID,SubscriberRole,EventTimestamp,Direction,EventType,CallingNumber,CalledNumber,DurationSec,SMSLength,IMEI,IMSI,CellTowerID,TowerName,Latitude,Longitude,Country
EE2QS65R7C,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-22 01:56:45,MT,VOICE,+12137093109,+13237816534,111,,141227143429573,553589139716951,US201,San Diego East,32.7157,-117.1611,US
GTSZJNLUXJ,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-06-22 16:21:57,MT,VOICE,+12137093109,+13237816534,349,,548707711662860,765044418692841,US105,Phoenix West,33.448,-112.103,US
8YIOXDUG0T,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-03 23:15:16,MT,VOICE,+12137093109,+13237816534,293,,891499759635067,478425251916463,US201,San Diego East,32.7157,-117.1611,US
DBD4S5XB8O,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-20 09:31:14,MT,SMS,+12137093109,+13237816534,,72,538302482095308,802410515834014,US104,Phoenix South,33.4484,-112.074,US
SRWD4G8J8M,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-04-15 00:28:33,MT,SMS,+12137093109,+13237816534,,64,114795052736193,987057155596559,US104,Phoenix South,33.4484,-112.074,US
RYMZSHJACE,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-02-14 00:14:35,MT,VOICE,+12137093109,+13237816534,575,,360796958514513,704751272666672,US202,San Diego Border Zone,32.5421,-117.0318,US
FHIRDMA5ZS,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-03-18 00:30:38,MT,VOICE,+12137093109,+13237816534,43,,889128156074772,863379761156943,US102,Tucson Central,32.2226,-110.9747,US
VCB1ML32AX,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-17 02:31:03,MT,VOICE,+12137093109,+13237816534,524,,589479371649785,853120807148070,US104,Phoenix South,33.4484,-112.074,US
UJJ0MMKDTP,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-04-13 20:18:31,MT,VOICE,+12137093109,+13237816534,112,,172886492811474,697696816095000,US104,Phoenix South,33.4484,-112.074,US
C8U8MK3AW0,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-05-22 16:52:09,MT,VOICE,+12137093109,+13237816534,335,,454088892826179,703319517450273,US105,Phoenix West,33.448,-112.103,US
9KEABNHQMK,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-03-20 22:27:12,MT,VOICE,+12137093109,+13237816534,448,,712863408539910,425839867727046,US105,Phoenix West,33.448,-112.103,US
ZCLPK83CAX,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-02-20 20:29:14,MT,VOICE,+12137093109,+13237816534,90,,710632183383262,971047165386325,US103,Tucson South,32.181,-110.965,US
AF80HJ2IE2,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-02-03 05:49:09,MT,VOICE,+12137093109,+13237816534,114,,722745775133841,544422185151731,US104,Phoenix South,33.4484,-112.074,US
KUBR9Y2FHN,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-06-15 04:18:47,MT,SMS,+12137093109,+13237816534,,93,402902254122006,397784167103263,US101,Nogales AZ East,31.3401,-110.9346,US
U2Z4LTCEU4,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-03-21 11:57:44,MT,VOICE,+12137093109,+13237816534,580,,780567141158180,500641912249107,US203,Los Angeles Downtown,34.0522,-118.2437,US
F5HR8HO4A8,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-03-18 08:59:57,MT,VOICE,+12137093109,+13237816534,417,,780174631635017,591402345572390,US201,San Diego East,32.7157,-117.1611,US
306QC0R3SW,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-20 04:14:34,MT,SMS,+12137093109,+13237816534,,115,721611309311518,355041125679462,US104,Phoenix South,33.4484,-112.074,US
Y0N1AI1II2,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-02-02 15:20:00,MT,VOICE,+12137093109,+13237816534,415,,167427588371129,163003518812564,US203,Los Angeles Downtown,34.0522,-118.2437,US
E9ZZI9ZYFK,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-18 00:00:29,MT,VOICE,+12137093109,+13237816534,103,,432186060298420,848750195738257,US104,Phoenix South,33.4484,-112.074,US
CUJ68GPN5O,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-03-16 08:09:36,MT,SMS,+12137093109,+13237816534,,71,277102112310493,646894504648300,US201,San Diego East,32.7157,-117.1611,US
LYI8A3CULR,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-03-03 10:12:30,MT,VOICE,+12137093109,+13237816534,255,,720051776432877,233229487902690,US202,San Diego Border Zone,32.5421,-117.0318,US
XI4TGPJ04G,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-04-01 03:31:12,MT,SMS,+12137093109,+13237816534,,89,276410531184698,724675843889655,US203,Los Angeles Downtown,34.0522,-118.2437,US
IBWHKHT2A8,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-03 18:57:47,MT,VOICE,+12137093109,+13237816534,327,,663756330789104,820689124927097,US101,Nogales AZ East,31.3401,-110.9346,US
IJM0HS1QU4,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-05-22 02:23:13,MT,VOICE,+12137093109,+13237816534,595,,354836062046173,482916909614272,US104,Phoenix South,33.4484,-112.074,US
MQPILPVKKS,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-04-29 09:17:41,MT,VOICE,+12137093109,+13237816534,22,,817577365447279,714227088395079,US204,LA South Bay,33.9019,-118.4173,US
3D2D9EL2WZ,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-03-16 07:16:48,MT,SMS,+12137093109,+13237816534,,83,631436886244739,629610167986463,US202,San Diego Border Zone,32.5421,-117.0318,US
K9SBDCOR5Y,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-02-17 13:56:41,MT,VOICE,+12137093109,+13237816534,261,,760689186284014,153758560788645,US101,Nogales AZ East,31.3401,-110.9346,US
05MWRSL1UN,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-01-29 04:14:18,MT,VOICE,+12137093109,+13237816534,503,,210044559768486,244935213143300,US105,Phoenix West,33.448,-112.103,US
ZDAQOUKLM8,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-05-30 20:46:57,MT,VOICE,+12137093109,+13237816534,154,,285600833746853,356396524470333,US204,LA South Bay,33.9019,-118.4173,US
YQT5XEEMYS,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-06-14 12:15:51,MT,SMS,+12137093109,+13237816534,,29,417463553080296,389532433121916,US204,LA South Bay,33.9019,-118.4173,US
QEEAR0Y5KA,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-04-15 16:06:01,MT,VOICE,+12137093109,+13237816534,584,,432084345311593,886452787086846,US204,LA South Bay,33.9019,-118.4173,US
QX7MGGIDXY,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-02-08 09:37:49,MT,VOICE,+12137093109,+13237816534,590,,295052171635563,868822364279175,US202,San Diego Border Zone,32.5421,-117.0318,US
5GWT8SZYC1,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-06-22 07:09:30,MT,VOICE,+12137093109,+13237816534,85,,167141404436476,561942681988805,US102,Tucson Central,32.2226,-110.9747,US
M85MDNGTY3,PICKUP_DRIVER002,US_PICKUP_DRIVER,2026-06-01 19:34:02,MT,SMS,+12137093109,+13237816534,,142,690441701005941,585973469381702,US203,Los Angeles Downtown,34.0522,-118.2437,US
