RecordID,SubscriberID,SubscriberRole,EventTimestamp,Direction,EventType,CallingNumber,CalledNumber,DurationSec,SMSLength,IMEI,IMSI,CellTowerID,TowerName,Latitude,Longitude,Country
VOCOS3U5ZI,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-01-05 09:20:36,MT,VOICE,+524008645585,+524981860864,462,,469829256068058,822364537591194,US103,Tucson South,32.181,-110.965,US
JDLJ5ZJY4J,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-02-26 20:40:36,MT,SMS,+524008645585,+524981860864,,17,432984848134331,829448030028999,US201,San Diego East,32.7157,-117.1611,US
6T4X9XN625,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-05-22 09:59:32,MT,SMS,+524008645585,+524981860864,,120,733799831312499,673047165519883,US105,Phoenix West,33.448,-112.103,US
3BXQT5J286,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-05-09 11:20:05,MT,SMS,+524008645585,+524981860864,,87,221614844574313,339858289870421,US201,San Diego East,32.7157,-117.1611,US
F8I1DL04K2,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-03-13 13:10:08,MO,VOICE,+524981860864,+524008645585,293,,326328752928729,772438132073093,SN002,Hermosillo Norte,29.1261,-110.9554,MX
OMGVN7E0AX,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-04-26 09:07:13,MT,SMS,+524008645585,+524981860864,,127,991774830628174,112206275773717,SN005,Guaymas Port,27.9186,-110.8975,MX
VOGB70MXG9,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-01-20 02:16:07,MT,VOICE,+524008645585,+524981860864,56,,668729744754958,383882178120633,US102,Tucson Central,32.2226,-110.9747,US
WK4RDZISK9,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-05-08 01:19:39,MO,VOICE,+524981860864,+524008645585,326,,803834066593548,228332934935077,US103,Tucson South,32.181,-110.965,US
TP6UJI5Y9R,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-04-25 19:19:31,MT,VOICE,+524008645585,+524981860864,372,,112087465417802,997758061448445,US105,Phoenix West,33.448,-112.103,US
5OZWL350Y4,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-05-28 15:32:55,MO,VOICE,+524981860864,+524008645585,307,,156811449972106,479407393930199,US102,Tucson Central,32.2226,-110.9747,US
477MX9O57U,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-04-24 19:14:02,MO,VOICE,+524981860864,+524008645585,121,,221447762309148,959104153260685,SN003,Nogales MX,31.3082,-110.9381,MX
0YVYOVF0HH,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-05-28 17:08:38,MO,VOICE,+524981860864,+524008645585,332,,546548929911963,975622573933196,SN004,Ciudad Obregon,27.4828,-109.9304,MX
ZUS0C89QHT,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-04-09 16:23:46,MO,SMS,+524981860864,+524008645585,,139,219742314421110,503308654381830,US201,San Diego East,32.7157,-117.1611,US
V8ZK4WBZI4,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-03-30 08:11:53,MO,SMS,+524981860864,+524008645585,,140,876348099747471,456105953249247,SN004,Ciudad Obregon,27.4828,-109.9304,MX
DVC7MDK10E,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-01-25 11:15:29,MO,SMS,+524981860864,+524008645585,,74,195279918172675,448181660727909,US101,Nogales AZ East,31.3401,-110.9346,US
XR10MHFE51,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-06-27 02:17:49,MT,SMS,+524008645585,+524981860864,,154,204411016203147,421722042868349,SN001,Hermosillo Centro,29.0892,-110.9613,MX
IALINBDA66,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-05-23 16:06:11,MT,VOICE,+524008645585,+524981860864,559,,456952897240617,871998759367809,US105,Phoenix West,33.448,-112.103,US
MSCLGJSMXC,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-04-05 19:04:14,MO,VOICE,+524981860864,+524008645585,425,,176197742653811,674370106465085,US103,Tucson South,32.181,-110.965,US
F0X7KOF7UO,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-03-24 06:44:01,MT,SMS,+524008645585,+524981860864,,152,175513454609837,871441493432436,SN005,Guaymas Port,27.9186,-110.8975,MX
DTVEJTHK3E,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-04-10 06:54:43,MT,SMS,+524008645585,+524981860864,,101,124809791350591,342711934512045,SN002,Hermosillo Norte,29.1261,-110.9554,MX
E7IGXWCSXO,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-04-19 09:02:55,MO,VOICE,+524981860864,+524008645585,336,,215839289567533,541487971534870,SN004,Ciudad Obregon,27.4828,-109.9304,MX
PVD7IWBX7E,CROSS_BORDER_DRIVER002,CROSS_BORDER_DRIVER,2026-01-20 14:55:13,MT,VOICE,+524008645585,+524981860864,312,,334022805281717,809347971226371,SN003,Nogales MX,31.3082,-110.9381,MX
