RecordID,SubscriberID,SubscriberRole,EventTimestamp,Direction,EventType,CallingNumber,CalledNumber,DurationSec,SMSLength,IMEI,IMSI,CellTowerID,TowerName,Latitude,Longitude,Country
81SH20N8KG,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-01-15 09:50:32,MT,VOICE,+12137093109,+13107864967,292,,906105015498380,554366196489421,US105,Phoenix West,33.448,-112.103,US
WLVZGHX8F7,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-04-27 03:52:38,MT,SMS,+12137093109,+13107864967,,152,447909247482817,391758484774527,US202,San Diego Border Zone,32.5421,-117.0318,US
LGAQZDBASB,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-03-24 22:35:12,MT,SMS,+12137093109,+13107864967,,96,771059782148748,185786765151717,US101,Nogales AZ East,31.3401,-110.9346,US
LKUPSPN34H,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-01-23 08:06:13,MT,SMS,+12137093109,+13107864967,,145,775250861655509,525628762557166,US105,Phoenix West,33.448,-112.103,US
4MD69VC3HB,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-05-07 13:19:21,MT,SMS,+12137093109,+13107864967,,123,789110850020515,881295325716332,US201,San Diego East,32.7157,-117.1611,US
9M5O57A0TQ,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-03-20 17:45:56,MT,SMS,+12137093109,+13107864967,,112,649499570857255,284429131186209,US201,San Diego East,32.7157,-117.1611,US
95AAPDXENA,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-01-02 05:11:57,MT,VOICE,+12137093109,+13107864967,147,,501545912544735,595543389463413,US204,LA South Bay,33.9019,-118.4173,US
DVREK0ZW4R,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-06-04 21:23:44,MT,VOICE,+12137093109,+13107864967,237,,137290120758516,276203813075690,US203,Los Angeles Downtown,34.0522,-118.2437,US
UBXQEHEU8I,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-01-28 21:28:37,MT,VOICE,+12137093109,+13107864967,429,,208975793867818,247983352173500,US204,LA South Bay,33.9019,-118.4173,US
68AMU4P75L,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-02-03 09:22:49,MT,VOICE,+12137093109,+13107864967,312,,832761445154864,115545982607690,US104,Phoenix South,33.4484,-112.074,US
9ATQ6A1R9Y,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-06-07 15:21:06,MT,VOICE,+12137093109,+13107864967,167,,783515397960545,154279949351906,US101,Nogales AZ East,31.3401,-110.9346,US
4699GDD0RM,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-02-22 15:43:37,MT,VOICE,+12137093109,+13107864967,149,,469248760106373,341320994826113,US104,Phoenix South,33.4484,-112.074,US
4WMTOIM61N,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-05-17 13:30:56,MT,SMS,+12137093109,+13107864967,,61,467510243845602,182627935007498,US101,Nogales AZ East,31.3401,-110.9346,US
4XGBZJ1KL3,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-02-23 10:57:01,MT,VOICE,+12137093109,+13107864967,36,,843109891274489,450197143406238,US202,San Diego Border Zone,32.5421,-117.0318,US
SQAJCK1E7S,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-02-14 07:50:37,MT,SMS,+12137093109,+13107864967,,131,792432045935234,218931555762703,US203,Los Angeles Downtown,34.0522,-118.2437,US
WZ9JWKQIIH,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-02-25 18:47:27,MT,VOICE,+12137093109,+13107864967,129,,446310595210148,616120465152466,US105,Phoenix West,33.448,-112.103,US
8QAG2HQJDD,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-05-09 21:21:56,MT,VOICE,+12137093109,+13107864967,306,,772230048146574,483522043276673,US103,Tucson South,32.181,-110.965,US
1RQR48QEDG,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-02-03 22:32:41,MT,VOICE,+12137093109,+13107864967,432,,421272285962998,109008781246278,US105,Phoenix West,33.448,-112.103,US
M39K6KBDLM,PICKUP_DRIVER005,US_PICKUP_DRIVER,2026-03-04 20:08:45,MT,SMS,+12137093109,+13107864967,,147,713988784410434,895152474619756,US101,Nogales AZ East,31.3401,-110.9346,US
