RecordID,SubscriberID,SubscriberRole,EventTimestamp,Direction,EventType,CallingNumber,CalledNumber,DurationSec,SMSLength,IMEI,IMSI,CellTowerID,TowerName,Latitude,Longitude,Country
QTOTAJOEKD,DTO_LEADER002,MX_DTO_LEADER,2026-03-12 00:00:21,MO,VOICE,+523915281049,+529296149297,241,,866886992265795,590511686501107,US202,San Diego Border Zone,32.5421,-117.0318,US
5DDX56RII4,DTO_LEADER002,MX_DTO_LEADER,2026-04-27 22:34:29,MT,SMS,+529296149297,+523915281049,,28,837284518805582,415942938580756,US202,San Diego Border Zone,32.5421,-117.0318,US
23QF97DNFB,DTO_LEADER002,MX_DTO_LEADER,2026-03-11 00:07:30,MO,VOICE,+523915281049,+529296149297,328,,676552218457400,450895695623490,US105,Phoenix West,33.448,-112.103,US
RSAIK1763O,DTO_LEADER002,MX_DTO_LEADER,2026-01-09 04:23:38,MT,SMS,+529296149297,+523915281049,,136,842441112802380,401504017176551,US202,San Diego Border Zone,32.5421,-117.0318,US
F9DNXV21HU,DTO_LEADER002,MX_DTO_LEADER,2026-04-10 23:35:05,MO,VOICE,+523915281049,+529296149297,116,,525067677579345,158490191499956,US101,Nogales AZ East,31.3401,-110.9346,US
BUI4W76T7V,DTO_LEADER002,MX_DTO_LEADER,2026-04-21 03:49:37,MT,SMS,+529296149297,+523915281049,,38,816819191590347,252719309427236,US102,Tucson Central,32.2226,-110.9747,US
8GUMEW72LL,DTO_LEADER002,MX_DTO_LEADER,2026-03-24 14:47:05,MO,VOICE,+523915281049,+529296149297,205,,728666738040056,657758104308599,US202,San Diego Border Zone,32.5421,-117.0318,US
FQEEOX3UN8,DTO_LEADER002,MX_DTO_LEADER,2026-03-23 06:11:24,MO,VOICE,+523915281049,+529296149297,247,,896423096921507,117002306857868,US203,Los Angeles Downtown,34.0522,-118.2437,US
2A7U12S58H,DTO_LEADER002,MX_DTO_LEADER,2026-01-23 05:40:27,MT,VOICE,+529296149297,+523915281049,77,,946792074974330,823042973307862,US105,Phoenix West,33.448,-112.103,US
OLAYLMLAO2,DTO_LEADER002,MX_DTO_LEADER,2026-02-08 16:16:13,MT,VOICE,+529296149297,+523915281049,334,,683283957008258,420263429030340,US105,Phoenix West,33.448,-112.103,US
