RecordID,SubscriberID,SubscriberRole,EventTimestamp,Direction,EventType,CallingNumber,CalledNumber,DurationSec,SMSLength,IMEI,IMSI,CellTowerID,TowerName,Latitude,Longitude,Country
W6H8I5JZFZ,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-06-29 11:08:30,MT,VOICE,+12137093109,+13105017611,104,,742572814602624,390556862442219,US102,Tucson Central,32.2226,-110.9747,US
V1XYHH1ECG,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-06-16 09:17:06,MO,VOICE,+13105017611,+12137093109,50,,294931589920536,537972303474430,US104,Phoenix South,33.4484,-112.074,US
Q4GE22AEU5,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-04-20 06:42:32,MO,SMS,+13105017611,+12137093109,,51,561609798003666,195731130045994,US203,Los Angeles Downtown,34.0522,-118.2437,US
LVOBH4PIR2,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-02-16 23:46:35,MT,SMS,+12137093109,+13105017611,,42,946668905798077,539025201242058,US105,Phoenix West,33.448,-112.103,US
O1PR51793J,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-05-20 06:26:21,MT,VOICE,+12137093109,+13105017611,314,,254769923890743,967985388523040,US102,Tucson Central,32.2226,-110.9747,US
EGZZ2T7UMA,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-01-28 21:42:23,MT,VOICE,+12137093109,+13105017611,383,,545088161810064,565624455420663,US201,San Diego East,32.7157,-117.1611,US
2FA0PK43PC,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-06-20 19:03:02,MT,SMS,+12137093109,+13105017611,,31,619282593085769,880034474186255,US101,Nogales AZ East,31.3401,-110.9346,US
WR4AIOQWZW,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-01-05 20:44:36,MT,SMS,+12137093109,+13105017611,,132,620396150168306,872844551475787,US203,Los Angeles Downtown,34.0522,-118.2437,US
E1L9NLFHUC,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-01-31 16:02:06,MO,SMS,+13105017611,+12137093109,,22,828211393610465,239872959370974,US103,Tucson South,32.181,-110.965,US
1ESN6I53IK,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-04-26 12:49:10,MT,SMS,+12137093109,+13105017611,,56,111684525985273,550694378753569,US104,Phoenix South,33.4484,-112.074,US
BQPIJFPNTE,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-03-22 06:02:40,MT,SMS,+12137093109,+13105017611,,129,421704191219580,615073974478807,US104,Phoenix South,33.4484,-112.074,US
1ILWW3PP1J,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-05-09 07:05:40,MO,VOICE,+13105017611,+12137093109,47,,811742139442218,801116705442943,US204,LA South Bay,33.9019,-118.4173,US
ZQKT6O9S3T,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-05-31 20:34:19,MT,VOICE,+12137093109,+13105017611,154,,284832993043294,148602661616960,US103,Tucson South,32.181,-110.965,US
BGZAUS997J,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-04-16 15:47:22,MO,VOICE,+13105017611,+12137093109,535,,287635145349686,153780274817857,US104,Phoenix South,33.4484,-112.074,US
TDZMJCBJ22,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-02-24 06:39:51,MO,VOICE,+13105017611,+12137093109,89,,870482371737528,722121578328954,US101,Nogales AZ East,31.3401,-110.9346,US
Y4XCQTMDPP,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-06-25 18:16:18,MT,SMS,+12137093109,+13105017611,,35,530192767201432,502527799049144,US201,San Diego East,32.7157,-117.1611,US
SZRSC0UN0T,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-05-07 12:15:39,MT,SMS,+12137093109,+13105017611,,119,775046405660057,882843124523152,US103,Tucson South,32.181,-110.965,US
QRHOKLV8OF,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-02-10 07:12:23,MO,VOICE,+13105017611,+12137093109,187,,872131002567102,228907811735549,US201,San Diego East,32.7157,-117.1611,US
BZRRSQX363,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-02-03 06:52:03,MT,VOICE,+12137093109,+13105017611,411,,472462469334926,449453793463782,US103,Tucson South,32.181,-110.965,US
N54JKXLORX,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-03-24 09:24:32,MT,VOICE,+12137093109,+13105017611,599,,479516089942561,377747762445020,US202,San Diego Border Zone,32.5421,-117.0318,US
4FP10PQ7AV,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-06-15 14:16:11,MT,VOICE,+12137093109,+13105017611,255,,977833450970704,387644649459995,US104,Phoenix South,33.4484,-112.074,US
XKFGELIHCC,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-02-26 01:27:23,MO,VOICE,+13105017611,+12137093109,530,,568718131606283,318546252539409,US103,Tucson South,32.181,-110.965,US
MBCV17PUEZ,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-04-15 06:45:14,MO,SMS,+13105017611,+12137093109,,30,528289415279596,880592096018543,US202,San Diego Border Zone,32.5421,-117.0318,US
KRDQ23K6FN,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-05-17 09:31:47,MO,VOICE,+13105017611,+12137093109,69,,934767260164984,321117638015291,US201,San Diego East,32.7157,-117.1611,US
GA75I4JQP0,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-01-05 10:23:43,MT,VOICE,+12137093109,+13105017611,80,,817530160747743,405403370927010,US203,Los Angeles Downtown,34.0522,-118.2437,US
DE9GNU83HG,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-01-05 23:02:50,MT,VOICE,+12137093109,+13105017611,255,,804751123683425,390830959606621,US203,Los Angeles Downtown,34.0522,-118.2437,US
Y9XFXUC0MG,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-06-22 19:45:32,MO,VOICE,+13105017611,+12137093109,472,,812593409800644,746684846580497,US201,San Diego East,32.7157,-117.1611,US
YB90GUHEJ0,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-02-25 18:50:27,MO,VOICE,+13105017611,+12137093109,189,,220835785381285,262823279953384,US203,Los Angeles Downtown,34.0522,-118.2437,US
QIMVG8G9H4,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-02-25 01:19:11,MT,VOICE,+12137093109,+13105017611,30,,605579186774232,142966630902608,US103,Tucson South,32.181,-110.965,US
GGOV6R6QB6,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-03-02 14:03:32,MT,VOICE,+12137093109,+13105017611,121,,956933509553594,453207025887402,US204,LA South Bay,33.9019,-118.4173,US
ZVLI2F298X,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-03-05 01:40:41,MT,SMS,+12137093109,+13105017611,,105,178895996237642,411332397371078,US201,San Diego East,32.7157,-117.1611,US
8TBMUI5IUF,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-03-07 12:06:08,MT,VOICE,+12137093109,+13105017611,60,,357042152936631,524980818703637,US104,Phoenix South,33.4484,-112.074,US
5A5TF0VEC8,PICKUP_DRIVER003,US_PICKUP_DRIVER,2026-01-31 03:06:36,MO,VOICE,+13105017611,+12137093109,318,,484324422944670,472088321609651,US204,LA South Bay,33.9019,-118.4173,US
