RecordID,SubscriberID,SubscriberRole,EventTimestamp,Direction,EventType,CallingNumber,CalledNumber,DurationSec,SMSLength,IMEI,IMSI,CellTowerID,TowerName,Latitude,Longitude,Country
CAOXUFU3FM,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-06-14 07:59:56,MO,SMS,+12139816319,+523915281049,,149,821468413585910,339735638770297,US201,San Diego East,32.7157,-117.1611,US
33IXPX6AHS,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-05-26 10:03:09,MO,SMS,+12139816319,+523915281049,,101,403330020698687,124838084394294,US202,San Diego Border Zone,32.5421,-117.0318,US
5ZC5IY22VX,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-04-14 14:42:09,MO,VOICE,+12139816319,+523915281049,248,,485305782826994,346938043380408,US104,Phoenix South,33.4484,-112.074,US
54WHQFRXHR,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-04-09 16:57:00,MO,VOICE,+12139816319,+523915281049,567,,864912715189952,890479285002007,US203,Los Angeles Downtown,34.0522,-118.2437,US
96U7JR7M47,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-06-18 04:57:12,MO,SMS,+12139816319,+523915281049,,71,770732644422392,183093077028611,US202,San Diego Border Zone,32.5421,-117.0318,US
1LXV2OOIML,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-02-09 07:26:08,MO,SMS,+12139816319,+523915281049,,44,528455653224096,743454853483248,US104,Phoenix South,33.4484,-112.074,US
HHAEBYJAL7,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-01-28 05:15:11,MO,VOICE,+12139816319,+523915281049,201,,464328577853906,814185374335696,US203,Los Angeles Downtown,34.0522,-118.2437,US
OESN3KE2MP,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-04-07 19:24:18,MO,VOICE,+12139816319,+523915281049,416,,211661274848988,679489263204141,US104,Phoenix South,33.4484,-112.074,US
OPOJSD5YNL,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-02-22 05:29:43,MO,VOICE,+12139816319,+523915281049,434,,179850264070870,739342019162653,US204,LA South Bay,33.9019,-118.4173,US
ZA3VKU8WJI,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-03-22 22:37:51,MO,SMS,+12139816319,+523915281049,,39,459725496707329,402899465312511,US202,San Diego Border Zone,32.5421,-117.0318,US
J6E0H7XHXR,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-02-20 08:38:06,MO,VOICE,+12139816319,+523915281049,321,,956846988625362,913385941577973,SN002,Hermosillo Norte,29.1261,-110.9554,MX
HT88C3GHF8,CROSS_BORDER_DRIVER006,CROSS_BORDER_DRIVER,2026-06-20 02:00:51,MO,VOICE,+12139816319,+523915281049,227,,582637586300732,796862475171607,US204,LA South Bay,33.9019,-118.4173,US
